title,description,department
Unfair team selection trial (Zone-10),Sports Complex Section 2: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-10),Sports Complex Section 2: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-10),Sports Complex Section 2: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-10),Sports Complex Section 2: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-10),Sports Complex Section 2: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-10),Sports Complex Section 2: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-10),Sports Complex Section 2: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-10),Sports Complex Section 2: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-10),"Sports Complex Section 2: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-10),"Sports Complex Section 2: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-10),"Sports Complex Section 2: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-10),"Sports Complex Section 2: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-10),"Sports Complex Section 2: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-11),Sports Complex Section 3: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-11),Sports Complex Section 3: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-11),Sports Complex Section 3: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-11),Sports Complex Section 3: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-11),Sports Complex Section 3: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-11),Sports Complex Section 3: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-11),Sports Complex Section 3: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-11),Sports Complex Section 3: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-11),Sports Complex Section 3: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-11),Sports Complex Section 3: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-11),Sports Complex Section 3: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-11),Sports Complex Section 3: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-11),Sports Complex Section 3: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-11),Sports Complex Section 3: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-11),Sports Complex Section 3: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-11),Sports Complex Section 3: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-11),Sports Complex Section 3: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-11),Sports Complex Section 3: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-11),"Sports Complex Section 3: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-11),"Sports Complex Section 3: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-11),"Sports Complex Section 3: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-11),"Sports Complex Section 3: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-11),"Sports Complex Section 3: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-12),Sports Complex Section 4: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-12),Sports Complex Section 4: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-12),Sports Complex Section 4: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-12),Sports Complex Section 4: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-12),Sports Complex Section 4: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-12),Sports Complex Section 4: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-12),Sports Complex Section 4: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-12),Sports Complex Section 4: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-12),Sports Complex Section 4: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-12),Sports Complex Section 4: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-12),Sports Complex Section 4: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-12),Sports Complex Section 4: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-12),Sports Complex Section 4: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-12),Sports Complex Section 4: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-12),Sports Complex Section 4: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-12),Sports Complex Section 4: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-12),Sports Complex Section 4: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-12),Sports Complex Section 4: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-12),"Sports Complex Section 4: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-12),"Sports Complex Section 4: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-12),"Sports Complex Section 4: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-12),"Sports Complex Section 4: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-12),"Sports Complex Section 4: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-13),Sports Complex Section 1: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-13),Sports Complex Section 1: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-13),Sports Complex Section 1: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-13),Sports Complex Section 1: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-13),Sports Complex Section 1: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-13),Sports Complex Section 1: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-13),Sports Complex Section 1: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-13),Sports Complex Section 1: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-13),Sports Complex Section 1: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-13),Sports Complex Section 1: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-13),Sports Complex Section 1: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-13),Sports Complex Section 1: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-13),Sports Complex Section 1: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-13),Sports Complex Section 1: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-13),Sports Complex Section 1: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-13),Sports Complex Section 1: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-13),Sports Complex Section 1: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-13),Sports Complex Section 1: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-13),"Sports Complex Section 1: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-13),"Sports Complex Section 1: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-13),"Sports Complex Section 1: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-13),"Sports Complex Section 1: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-13),"Sports Complex Section 1: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-14),Sports Complex Section 2: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-14),Sports Complex Section 2: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-14),Sports Complex Section 2: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-14),Sports Complex Section 2: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-14),Sports Complex Section 2: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-14),Sports Complex Section 2: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-14),Sports Complex Section 2: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-14),Sports Complex Section 2: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-14),Sports Complex Section 2: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-14),Sports Complex Section 2: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-14),Sports Complex Section 2: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-14),Sports Complex Section 2: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-14),Sports Complex Section 2: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-14),Sports Complex Section 2: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-14),Sports Complex Section 2: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-14),Sports Complex Section 2: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-14),Sports Complex Section 2: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-14),Sports Complex Section 2: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-14),"Sports Complex Section 2: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-14),"Sports Complex Section 2: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-14),"Sports Complex Section 2: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-14),"Sports Complex Section 2: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-14),"Sports Complex Section 2: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-15),Sports Complex Section 3: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-15),Sports Complex Section 3: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-15),Sports Complex Section 3: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-15),Sports Complex Section 3: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-15),Sports Complex Section 3: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-15),Sports Complex Section 3: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-15),Sports Complex Section 3: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-15),Sports Complex Section 3: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-15),Sports Complex Section 3: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-15),Sports Complex Section 3: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-15),Sports Complex Section 3: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-15),Sports Complex Section 3: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-15),Sports Complex Section 3: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-15),Sports Complex Section 3: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-15),Sports Complex Section 3: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-15),Sports Complex Section 3: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-15),Sports Complex Section 3: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-15),Sports Complex Section 3: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-15),"Sports Complex Section 3: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-15),"Sports Complex Section 3: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-15),"Sports Complex Section 3: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-15),"Sports Complex Section 3: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-15),"Sports Complex Section 3: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-16),Sports Complex Section 4: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-16),Sports Complex Section 4: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-16),Sports Complex Section 4: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-16),Sports Complex Section 4: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-16),Sports Complex Section 4: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-16),Sports Complex Section 4: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-16),Sports Complex Section 4: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-16),Sports Complex Section 4: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-16),Sports Complex Section 4: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-16),Sports Complex Section 4: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-16),Sports Complex Section 4: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-16),Sports Complex Section 4: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-16),Sports Complex Section 4: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-16),Sports Complex Section 4: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-16),Sports Complex Section 4: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-16),Sports Complex Section 4: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-16),Sports Complex Section 4: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-16),Sports Complex Section 4: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-16),"Sports Complex Section 4: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-16),"Sports Complex Section 4: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-16),"Sports Complex Section 4: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
Comprehensive grievance regarding dilapidated state of indoor sports complex (Zone-16),"Sports Complex Section 4: The indoor sports arena is in an unacceptable state of neglect. The wooden maple flooring on the badminton and basketball courts has warped due to roof water leakage during recent showers. In addition, the ventilation exhaust fans are broken, creating suffocating humidity inside during evening team practice. We request immediate inspection by the sports committee and budgetary allocation for urgent repairs.",SPORTS
Grievance regarding lack of first aid and paramedic support during athletic trials (Zone-16),"Sports Complex Section 4: During the annual inter-departmental track and field meet yesterday, a student suffered an acute hamstring tear on the 200m track. There was no sports physiotherapist, ice pack, or stretcher available in the sports complex first-aid box. The student had to be carried manually by teammates to the college gate. Immediate emergency medical protocols must be instituted for all sports events.",SPORTS
Cricket pitch damaged (Zone-17),Sports Complex Section 1: The turf cricket pitch on the main sports ground has large cracks and needs rolling.,SPORTS
Badminton court net torn (Zone-17),Sports Complex Section 1: The nylon net on indoor badminton court number 2 is ripped and unplayable.,SPORTS
Swimming pool water unhygienic (Zone-17),Sports Complex Section 1: The sports complex swimming pool water has turned green due to faulty filtration.,SPORTS
Sports gym treadmill broken (Zone-17),Sports Complex Section 1: The electric treadmill in the sports complex gym is completely dead and does not power on.,SPORTS
Basketball court floodlight broken (Zone-17),Sports Complex Section 1: Two of the four high-beam floodlights on the outdoor basketball court are not working.,SPORTS
Volleyball equipment unavailable (Zone-17),Sports Complex Section 1: Sports store keeper refuses to issue volleyballs and referee whistles for evening practice.,SPORTS
Table tennis table surface cracked (Zone-17),Sports Complex Section 1: The wooden table tennis board in the indoor sports arena has a chipped edge.,SPORTS
Football ground waterlogged (Zone-17),Sports Complex Section 1: Rainwater has accumulated across the football field due to choked drainage channels.,SPORTS
Sports kit not provided for tournament (Zone-17),Sports Complex Section 1: College team selected for inter-university athletic meet has not received official jerseys.,SPORTS
Gym weights cable snapped (Zone-17),Sports Complex Section 1: The multi-station cable machine in the sports fitness center has a frayed steel wire.,SPORTS
Unfair team selection trial (Zone-17),Sports Complex Section 1: The selection trials for the college basketball squad did not follow transparent scoring criteria.,SPORTS
Drinking water cooler in sports complex (Zone-17),Sports Complex Section 1: The water cooler near the athletic pavilion is broken and athletes have no drinking water.,SPORTS
Sports coach unpunctual (Zone-17),Sports Complex Section 1: The appointed athletics coach has missed four consecutive morning training sessions.,SPORTS
Ceiling fan broken in sports gym (Zone-17),Sports Complex Section 1: The ceiling fan above the free weights section in the sports gym is completely non-functional.,SPORTS
Sports scholarship allowance delay (Zone-17),Sports Complex Section 1: Sports quota scholarship reimbursement for state medalists has not been disbursed.,SPORTS
Dangerous glass shards on athletic track (Zone-17),Sports Complex Section 1: There are broken glass pieces and sharp debris scattered along lane three of the synthetic running track. This is extremely hazardous for sprinters and needs immediate cleaning.,SPORTS
Sports room locker facility broken (Zone-17),Sports Complex Section 1: Most of the lockers in the sports complex changing rooms have broken hasps and missing locks. Students cannot safely secure their phones and wallets during practice matches.,SPORTS
Gym equipment maintenance neglected (Zone-17),Sports Complex Section 1: Multiple dumbbell sets and barbell collars in the sports complex gym are loose and rusted. Yesterday a student nearly sustained a serious foot injury when a weight plate slipped off.,SPORTS
Swimming pool shower area unsanitary (Zone-17),"Sports Complex Section 1: The shower stalls and footbaths leading to the swimming pool are filthy, with mold growth and clogged drains. Proper chlorination and cleaning protocols must be enforced.",SPORTS
Tennis court surface re-coating needed (Zone-17),"Sports Complex Section 1: The synthetic acrylic surface of the outdoor tennis court is peeling off in several patches, creating dangerous irregular ball bounces and slipping hazards during match rallies.",SPORTS
Sports tournament budget not approved (Zone-17),"Sports Complex Section 1: Our college cricket team qualified for the state quarter-finals but the sports directorate has delayed approving travel and lodging allowances, putting our participation at risk.",SPORTS
